term,inDocumentsCount,rawFreq,relativeFreq,comparisonRelativeFreqDifference,relativePeakedness,relativeSkewness,distributions/0
informatique,1,1,0.000072579474,0,,,0.000072579474
ingrédients,1,1,0.000072579474,0,,,0.000072579474
injustement,1,1,0.000072579474,0,,,0.000072579474
innovantes,1,1,0.000072579474,0,,,0.000072579474
inscription,1,1,0.000072579474,0,,,0.000072579474
inscrit,1,1,0.000072579474,0,,,0.000072579474
inscrite,1,1,0.000072579474,0,,,0.000072579474
installé,1,1,0.000072579474,0,,,0.000072579474
insuffisant,1,1,0.000072579474,0,,,0.000072579474
insuffisants,1,1,0.000072579474,0,,,0.000072579474
interrogera,1,1,0.000072579474,0,,,0.000072579474
intégrer,1,1,0.000072579474,0,,,0.000072579474
intéressant,1,1,0.000072579474,0,,,0.000072579474
intéressants,1,1,0.000072579474,0,,,0.000072579474
intéresse,1,1,0.000072579474,0,,,0.000072579474
intéressement,1,1,0.000072579474,0,,,0.000072579474
intérim,1,1,0.000072579474,0,,,0.000072579474
intérimaire,1,1,0.000072579474,0,,,0.000072579474
intérimaires,1,1,0.000072579474,0,,,0.000072579474
intra,1,1,0.000072579474,0,,,0.000072579474
investie,1,1,0.000072579474,0,,,0.000072579474
investir,1,1,0.000072579474,0,,,0.000072579474
investisseurs,1,1,0.000072579474,0,,,0.000072579474
ira,1,1,0.000072579474,0,,,0.000072579474
irréalisables,1,1,0.000072579474,0,,,0.000072579474
irrégularité,1,1,0.000072579474,0,,,0.000072579474
irréprochable,1,1,0.000072579474,0,,,0.000072579474
issue,1,1,0.000072579474,0,,,0.000072579474
jechange,1,1,0.000072579474,0,,,0.000072579474
jetterait,1,1,0.000072579474,0,,,0.000072579474
jeu,1,1,0.000072579474,0,,,0.000072579474
jeux,1,1,0.000072579474,0,,,0.000072579474
jérôme,1,1,0.000072579474,0,,,0.000072579474
juge,1,1,0.000072579474,0,,,0.000072579474
jugés,1,1,0.000072579474,0,,,0.000072579474
justifiables,1,1,0.000072579474,0,,,0.000072579474
justificatifs,1,1,0.000072579474,0,,,0.000072579474
justifiez,1,1,0.000072579474,0,,,0.000072579474
justifié,1,1,0.000072579474,0,,,0.000072579474
justifiée,1,1,0.000072579474,0,,,0.000072579474
krausz,1,1,0.000072579474,0,,,0.000072579474
l'adresse,1,1,0.000072579474,0,,,0.000072579474
l'aléa,1,1,0.000072579474,0,,,0.000072579474
l'analyse,1,1,0.000072579474,0,,,0.000072579474
l'appartement,1,1,0.000072579474,0,,,0.000072579474
l'apport,1,1,0.000072579474,0,,,0.000072579474
l'argent,1,1,0.000072579474,0,,,0.000072579474
l'assurance,1,1,0.000072579474,0,,,0.000072579474
l'emplacement,1,1,0.000072579474,0,,,0.000072579474
l'emprunt,1,1,0.000072579474,0,,,0.000072579474
l'échéance,1,1,0.000072579474,0,,,0.000072579474
l'établissement,1,1,0.000072579474,0,,,0.000072579474
l'étude,1,1,0.000072579474,0,,,0.000072579474
l'évaluation,1,1,0.000072579474,0,,,0.000072579474
l'habitation,1,1,0.000072579474,0,,,0.000072579474
l'immobilier,1,1,0.000072579474,0,,,0.000072579474
l'importance,1,1,0.000072579474,0,,,0.000072579474
l'intégralité,1,1,0.000072579474,0,,,0.000072579474
l'inverse,1,1,0.000072579474,0,,,0.000072579474
l'obtention,1,1,0.000072579474,0,,,0.000072579474
laisser,1,1,0.000072579474,0,,,0.000072579474
laissez,1,1,0.000072579474,0,,,0.000072579474
largement,1,1,0.000072579474,0,,,0.000072579474
ledit,1,1,0.000072579474,0,,,0.000072579474
levier,1,1,0.000072579474,0,,,0.000072579474
légèrement,1,1,0.000072579474,0,,,0.000072579474
légitimement,1,1,0.000072579474,0,,,0.000072579474
liberté,1,1,0.000072579474,0,,,0.000072579474
lie,1,1,0.000072579474,0,,,0.000072579474
lieu,1,1,0.000072579474,0,,,0.000072579474
liée,1,1,0.000072579474,0,,,0.000072579474
limite,1,1,0.000072579474,0,,,0.000072579474
limiter,1,1,0.000072579474,0,,,0.000072579474
limitée,1,1,0.000072579474,0,,,0.000072579474
limités,1,1,0.000072579474,0,,,0.000072579474
lisser,1,1,0.000072579474,0,,,0.000072579474
liste,1,1,0.000072579474,0,,,0.000072579474
livrent,1,1,0.000072579474,0,,,0.000072579474
logique,1,1,0.000072579474,0,,,0.000072579474
loin,1,1,0.000072579474,0,,,0.000072579474
loisirs,1,1,0.000072579474,0,,,0.000072579474
lorsqu'une,1,1,0.000072579474,0,,,0.000072579474
lorsqu’elles,1,1,0.000072579474,0,,,0.000072579474
louer,1,1,0.000072579474,0,,,0.000072579474
louez,1,1,0.000072579474,0,,,0.000072579474
loyers,1,1,0.000072579474,0,,,0.000072579474
l’absence,1,1,0.000072579474,0,,,0.000072579474
l’abus,1,1,0.000072579474,0,,,0.000072579474
l’accepter,1,1,0.000072579474,0,,,0.000072579474
l’accession,1,1,0.000072579474,0,,,0.000072579474
l’accompagnement,1,1,0.000072579474,0,,,0.000072579474
l’activité,1,1,0.000072579474,0,,,0.000072579474
l’adoption,1,1,0.000072579474,0,,,0.000072579474
l’affecter,1,1,0.000072579474,0,,,0.000072579474
l’attribution,1,1,0.000072579474,0,,,0.000072579474
l’autre,1,1,0.000072579474,0,,,0.000072579474
l’avance,1,1,0.000072579474,0,,,0.000072579474
l’ensemble,1,1,0.000072579474,0,,,0.000072579474
l’envie,1,1,0.000072579474,0,,,0.000072579474
l’espoir,1,1,0.000072579474,0,,,0.000072579474
l’esprit,1,1,0.000072579474,0,,,0.000072579474
l’essentiel,1,1,0.000072579474,0,,,0.000072579474
l’est,1,1,0.000072579474,0,,,0.000072579474
l’existence,1,1,0.000072579474,0,,,0.000072579474
l’expliquons,1,1,0.000072579474,0,,,0.000072579474
l’échéance,1,1,0.000072579474,0,,,0.000072579474
l’écourter,1,1,0.000072579474,0,,,0.000072579474
l’élaboration,1,1,0.000072579474,0,,,0.000072579474
l’évaluation,1,1,0.000072579474,0,,,0.000072579474
l’évidence,1,1,0.000072579474,0,,,0.000072579474
l’habillement,1,1,0.000072579474,0,,,0.000072579474
l’idéal,1,1,0.000072579474,0,,,0.000072579474
l’idée,1,1,0.000072579474,0,,,0.000072579474
l’incident,1,1,0.000072579474,0,,,0.000072579474
l’indique,1,1,0.000072579474,0,,,0.000072579474
l’instabilité,1,1,0.000072579474,0,,,0.000072579474
l’intégralité,1,1,0.000072579474,0,,,0.000072579474
l’investissement,1,1,0.000072579474,0,,,0.000072579474
l’observatoire,1,1,0.000072579474,0,,,0.000072579474
l’occasion,1,1,0.000072579474,0,,,0.000072579474
l’orienter,1,1,0.000072579474,0,,,0.000072579474
maintenant,1,1,0.000072579474,0,,,0.000072579474
maître,1,1,0.000072579474,0,,,0.000072579474
maîtrise,1,1,0.000072579474,0,,,0.000072579474
maîtrisée,1,1,0.000072579474,0,,,0.000072579474
majeurs,1,1,0.000072579474,0,,,0.000072579474
majorité,1,1,0.000072579474,0,,,0.000072579474
malheureusement,1,1,0.000072579474,0,,,0.000072579474
manqueront,1,1,0.000072579474,0,,,0.000072579474
marié,1,1,0.000072579474,0,,,0.000072579474
masse,1,1,0.000072579474,0,,,0.000072579474
maturité,1,1,0.000072579474,0,,,0.000072579474
mauvaises,1,1,0.000072579474,0,,,0.000072579474
maximales,1,1,0.000072579474,0,,,0.000072579474
meilleurtaux,1,1,0.000072579474,0,,,0.000072579474
membres,1,1,0.000072579474,0,,,0.000072579474
menacent,1,1,0.000072579474,0,,,0.000072579474
mener,1,1,0.000072579474,0,,,0.000072579474
mensuelle,1,1,0.000072579474,0,,,0.000072579474
merveilleux,1,1,0.000072579474,0,,,0.000072579474
mettent,1,1,0.000072579474,0,,,0.000072579474
mettez,1,1,0.000072579474,0,,,0.000072579474
mènent,1,1,0.000072579474,0,,,0.000072579474
médaille,1,1,0.000072579474,0,,,0.000072579474
méfiance,1,1,0.000072579474,0,,,0.000072579474
méthode,1,1,0.000072579474,0,,,0.000072579474
méthodes,1,1,0.000072579474,0,,,0.000072579474
milliers,1,1,0.000072579474,0,,,0.000072579474
mine,1,1,0.000072579474,0,,,0.000072579474
minima,1,1,0.000072579474,0,,,0.000072579474
minimal,1,1,0.000072579474,0,,,0.000072579474
minimiser,1,1,0.000072579474,0,,,0.000072579474
minimisé,1,1,0.000072579474,0,,,0.000072579474
minutie,1,1,0.000072579474,0,,,0.000072579474
miraculeusement,1,1,0.000072579474,0,,,0.000072579474
mission,1,1,0.000072579474,0,,,0.000072579474
mix,1,1,0.000072579474,0,,,0.000072579474
mobilité,1,1,0.000072579474,0,,,0.000072579474
moderne,1,1,0.000072579474,0,,,0.000072579474
modes,1,1,0.000072579474,0,,,0.000072579474
modifiera,1,1,0.000072579474,0,,,0.000072579474
monde,1,1,0.000072579474,0,,,0.000072579474
monte,1,1,0.000072579474,0,,,0.000072579474
montrant,1,1,0.000072579474,0,,,0.000072579474
montrera,1,1,0.000072579474,0,,,0.000072579474
montrerez,1,1,0.000072579474,0,,,0.000072579474
montreront,1,1,0.000072579474,0,,,0.000072579474
mot,1,1,0.000072579474,0,,,0.000072579474
muros,1,1,0.000072579474,0,,,0.000072579474
mutation,1,1,0.000072579474,0,,,0.000072579474
mutuelle,1,1,0.000072579474,0,,,0.000072579474
mutuelles,1,1,0.000072579474,0,,,0.000072579474
mystère,1,1,0.000072579474,0,,,0.000072579474
n'a,1,1,0.000072579474,0,,,0.000072579474
n'appliquera,1,1,0.000072579474,0,,,0.000072579474
n'augmente,1,1,0.000072579474,0,,,0.000072579474
n'enregistrera,1,1,0.000072579474,0,,,0.000072579474
n'êtes,1,1,0.000072579474,0,,,0.000072579474
national,1,1,0.000072579474,0,,,0.000072579474
nationaux,1,1,0.000072579474,0,,,0.000072579474
naturelle,1,1,0.000072579474,0,,,0.000072579474
naturellement,1,1,0.000072579474,0,,,0.000072579474
nette,1,1,0.000072579474,0,,,0.000072579474
nettoyer,1,1,0.000072579474,0,,,0.000072579474
nettoyez,1,1,0.000072579474,0,,,0.000072579474
nécessairement,1,1,0.000072579474,0,,,0.000072579474
nécessitant,1,1,0.000072579474,0,,,0.000072579474
nécessité,1,1,0.000072579474,0,,,0.000072579474
négative,1,1,0.000072579474,0,,,0.000072579474
négligents,1,1,0.000072579474,0,,,0.000072579474
négociable,1,1,0.000072579474,0,,,0.000072579474
négociation,1,1,0.000072579474,0,,,0.000072579474
nom,1,1,0.000072579474,0,,,0.000072579474
notait,1,1,0.000072579474,0,,,0.000072579474
notée,1,1,0.000072579474,0,,,0.000072579474
noue,1,1,0.000072579474,0,,,0.000072579474
nouerez,1,1,0.000072579474,0,,,0.000072579474
nourriture,1,1,0.000072579474,0,,,0.000072579474
nouveau,1,1,0.000072579474,0,,,0.000072579474
nouvel,1,1,0.000072579474,0,,,0.000072579474
nouvelle,1,1,0.000072579474,0,,,0.000072579474
nullement,1,1,0.000072579474,0,,,0.000072579474
n’accepteront,1,1,0.000072579474,0,,,0.000072579474
n’auriez,1,1,0.000072579474,0,,,0.000072579474
n’avoir,1,1,0.000072579474,0,,,0.000072579474
n’examineront,1,1,0.000072579474,0,,,0.000072579474
n’existe,1,1,0.000072579474,0,,,0.000072579474
n’était,1,1,0.000072579474,0,,,0.000072579474
n’hésitent,1,1,0.000072579474,0,,,0.000072579474
n’oubliez,1,1,0.000072579474,0,,,0.000072579474
n’y,1,1,0.000072579474,0,,,0.000072579474
objectifs,1,1,0.000072579474,0,,,0.000072579474
observer,1,1,0.000072579474,0,,,0.000072579474
observé,1,1,0.000072579474,0,,,0.000072579474
observée,1,1,0.000072579474,0,,,0.000072579474
obtenu,1,1,0.000072579474,0,,,0.000072579474
obtenus,1,1,0.000072579474,0,,,0.000072579474
obtiendrez,1,1,0.000072579474,0,,,0.000072579474
obtiennent,1,1,0.000072579474,0,,,0.000072579474
octroie,1,1,0.000072579474,0,,,0.000072579474
octroyer,1,1,0.000072579474,0,,,0.000072579474
officiels,1,1,0.000072579474,0,,,0.000072579474
offre,1,1,0.000072579474,0,,,0.000072579474
onéreux,1,1,0.000072579474,0,,,0.000072579474
opérations,1,1,0.000072579474,0,,,0.000072579474
opposer,1,1,0.000072579474,0,,,0.000072579474
optez,1,1,0.000072579474,0,,,0.000072579474
optimales,1,1,0.000072579474,0,,,0.000072579474
optimisé,1,1,0.000072579474,0,,,0.000072579474
originaux,1,1,0.000072579474,0,,,0.000072579474
oublier,1,1,0.000072579474,0,,,0.000072579474
oui,1,1,0.000072579474,0,,,0.000072579474
outil,1,1,0.000072579474,0,,,0.000072579474
ouverture,1,1,0.000072579474,0,,,0.000072579474
pacsé,1,1,0.000072579474,0,,,0.000072579474
paie,1,1,0.000072579474,0,,,0.000072579474
paiements,1,1,0.000072579474,0,,,0.000072579474
paragraphes,1,1,0.000072579474,0,,,0.000072579474
parallèlement,1,1,0.000072579474,0,,,0.000072579474
paramètres,1,1,0.000072579474,0,,,0.000072579474
parents,1,1,0.000072579474,0,,,0.000072579474
parier,1,1,0.000072579474,0,,,0.000072579474
parle,1,1,0.000072579474,0,,,0.000072579474
parler,1,1,0.000072579474,0,,,0.000072579474
parole,1,1,0.000072579474,0,,,0.000072579474
participatif,1,1,0.000072579474,0,,,0.000072579474
participation,1,1,0.000072579474,0,,,0.000072579474
particulier,1,1,0.000072579474,0,,,0.000072579474
particuliers,1,1,0.000072579474,0,,,0.000072579474
particulière,1,1,0.000072579474,0,,,0.000072579474
parts,1,1,0.000072579474,0,,,0.000072579474
parution,1,1,0.000072579474,0,,,0.000072579474
parvenez,1,1,0.000072579474,0,,,0.000072579474
passant,1,1,0.000072579474,0,,,0.000072579474
passeront,1,1,0.000072579474,0,,,0.000072579474
passiez,1,1,0.000072579474,0,,,0.000072579474
patiemment,1,1,0.000072579474,0,,,0.000072579474
payera,1,1,0.000072579474,0,,,0.000072579474
payeurs,1,1,0.000072579474,0,,,0.000072579474
payée,1,1,0.000072579474,0,,,0.000072579474
pays,1,1,0.000072579474,0,,,0.000072579474
penser,1,1,0.000072579474,0,,,0.000072579474
pensez,1,1,0.000072579474,0,,,0.000072579474
pension,1,1,0.000072579474,0,,,0.000072579474
perd,1,1,0.000072579474,0,,,0.000072579474
perde,1,1,0.000072579474,0,,,0.000072579474
perspectives,1,1,0.000072579474,0,,,0.000072579474
pertinence,1,1,0.000072579474,0,,,0.000072579474
pertinent,1,1,0.000072579474,0,,,0.000072579474
perturberont,1,1,0.000072579474,0,,,0.000072579474
petite,1,1,0.000072579474,0,,,0.000072579474
petits,1,1,0.000072579474,0,,,0.000072579474
pénalisants,1,1,0.000072579474,0,,,0.000072579474
pénalise,1,1,0.000072579474,0,,,0.000072579474
pénalisera,1,1,0.000072579474,0,,,0.000072579474
péril,1,1,0.000072579474,0,,,0.000072579474
périlleux,1,1,0.000072579474,0,,,0.000072579474
périodes,1,1,0.000072579474,0,,,0.000072579474
pharaoniques,1,1,0.000072579474,0,,,0.000072579474
pire,1,1,0.000072579474,0,,,0.000072579474
place,1,1,0.000072579474,0,,,0.000072579474
placent,1,1,0.000072579474,0,,,0.000072579474
placé,1,1,0.000072579474,0,,,0.000072579474
plaire,1,1,0.000072579474,0,,,0.000072579474
plaisent,1,1,0.000072579474,0,,,0.000072579474
poids,1,1,0.000072579474,0,,,0.000072579474
politique,1,1,0.000072579474,0,,,0.000072579474
populaires,1,1,0.000072579474,0,,,0.000072579474
populations,1,1,0.000072579474,0,,,0.000072579474
portrait,1,1,0.000072579474,0,,,0.000072579474
pose,1,1,0.000072579474,0,,,0.000072579474
positif,1,1,0.000072579474,0,,,0.000072579474
positifs,1,1,0.000072579474,0,,,0.000072579474
positionné,1,1,0.000072579474,0,,,0.000072579474
positive,1,1,0.000072579474,0,,,0.000072579474
possession,1,1,0.000072579474,0,,,0.000072579474
possédez,1,1,0.000072579474,0,,,0.000072579474
possibles,1,1,0.000072579474,0,,,0.000072579474
postes,1,1,0.000072579474,0,,,0.000072579474
potentialité,1,1,0.000072579474,0,,,0.000072579474
potentiels,1,1,0.000072579474,0,,,0.000072579474
pourrions,1,1,0.000072579474,0,,,0.000072579474
pourrons,1,1,0.000072579474,0,,,0.000072579474
poursuit,1,1,0.000072579474,0,,,0.000072579474
poursuite,1,1,0.000072579474,0,,,0.000072579474
poussent,1,1,0.000072579474,0,,,0.000072579474
pouvait,1,1,0.000072579474,0,,,0.000072579474
pouvant,1,1,0.000072579474,0,,,0.000072579474
pratiqués,1,1,0.000072579474,0,,,0.000072579474
prelys,1,1,0.000072579474,0,,,0.000072579474
premiers,1,1,0.000072579474,0,,,0.000072579474
premières,1,1,0.000072579474,0,,,0.000072579474
prenant,1,1,0.000072579474,0,,,0.000072579474
prendra,1,1,0.000072579474,0,,,0.000072579474
prenez,1,1,0.000072579474,0,,,0.000072579474
prestations,1,1,0.000072579474,0,,,0.000072579474
préalable,1,1,0.000072579474,0,,,0.000072579474
précèdent,1,1,0.000072579474,0,,,0.000072579474
précédente,1,1,0.000072579474,0,,,0.000072579474
précédentes,1,1,0.000072579474,0,,,0.000072579474
prédire,1,1,0.000072579474,0,,,0.000072579474
préférence,1,1,0.000072579474,0,,,0.000072579474
préjuger,1,1,0.000072579474,0,,,0.000072579474
prématurée,1,1,0.000072579474,0,,,0.000072579474
préoccupation,1,1,0.000072579474,0,,,0.000072579474
présentera,1,1,0.000072579474,0,,,0.000072579474
présents,1,1,0.000072579474,0,,,0.000072579474
prétendre,1,1,0.000072579474,0,,,0.000072579474
prévenir,1,1,0.000072579474,0,,,0.000072579474
prévoir,1,1,0.000072579474,0,,,0.000072579474
prévoit,1,1,0.000072579474,0,,,0.000072579474
prévoyez,1,1,0.000072579474,0,,,0.000072579474
prêtera,1,1,0.000072579474,0,,,0.000072579474
prêteraient,1,1,0.000072579474,0,,,0.000072579474
prêtes,1,1,0.000072579474,0,,,0.000072579474
prier,1,1,0.000072579474,0,,,0.000072579474
principe,1,1,0.000072579474,0,,,0.000072579474
priori,1,1,0.000072579474,0,,,0.000072579474
privés,1,1,0.000072579474,0,,,0.000072579474
privilégiée,1,1,0.000072579474,0,,,0.000072579474
privilégiées,1,1,0.000072579474,0,,,0.000072579474
pro,1,1,0.000072579474,0,,,0.000072579474
probablement,1,1,0.000072579474,0,,,0.000072579474
procédure,1,1,0.000072579474,0,,,0.000072579474
prochaines,1,1,0.000072579474,0,,,0.000072579474
prochains,1,1,0.000072579474,0,,,0.000072579474
proche,1,1,0.000072579474,0,,,0.000072579474
produire,1,1,0.000072579474,0,,,0.000072579474
professionnels,1,1,0.000072579474,0,,,0.000072579474
profit,1,1,0.000072579474,0,,,0.000072579474
profitant,1,1,0.000072579474,0,,,0.000072579474
profiter,1,1,0.000072579474,0,,,0.000072579474
profondément,1,1,0.000072579474,0,,,0.000072579474
progression,1,1,0.000072579474,0,,,0.000072579474
progressivement,1,1,0.000072579474,0,,,0.000072579474
projection,1,1,0.000072579474,0,,,0.000072579474
projeter,1,1,0.000072579474,0,,,0.000072579474
projetez,1,1,0.000072579474,0,,,0.000072579474
promesse,1,1,0.000072579474,0,,,0.000072579474
promotions,1,1,0.000072579474,0,,,0.000072579474
proposition,1,1,0.000072579474,0,,,0.000072579474
propre,1,1,0.000072579474,0,,,0.000072579474
propres,1,1,0.000072579474,0,,,0.000072579474
propriétaire,1,1,0.000072579474,0,,,0.000072579474
propriétaires,1,1,0.000072579474,0,,,0.000072579474
proscrire,1,1,0.000072579474,0,,,0.000072579474
protéger,1,1,0.000072579474,0,,,0.000072579474
provenance,1,1,0.000072579474,0,,,0.000072579474
prudence,1,1,0.000072579474,0,,,0.000072579474
public,1,1,0.000072579474,0,,,0.000072579474
publié,1,1,0.000072579474,0,,,0.000072579474
puis,1,1,0.000072579474,0,,,0.000072579474
puisqu'elle,1,1,0.000072579474,0,,,0.000072579474
puisqu’elle,1,1,0.000072579474,0,,,0.000072579474
puisqu’il,1,1,0.000072579474,0,,,0.000072579474
puissant,1,1,0.000072579474,0,,,0.000072579474
puisse,1,1,0.000072579474,0,,,0.000072579474
qu'aura,1,1,0.000072579474,0,,,0.000072579474
qu'aux,1,1,0.000072579474,0,,,0.000072579474
qua,1,1,0.000072579474,0,,,0.000072579474
qualitatifs,1,1,0.000072579474,0,,,0.000072579474
qualités,1,1,0.000072579474,0,,,0.000072579474
quantifiables,1,1,0.000072579474,0,,,0.000072579474
quasi,1,1,0.000072579474,0,,,0.000072579474
quasiment,1,1,0.000072579474,0,,,0.000072579474
question,1,1,0.000072579474,0,,,0.000072579474
questionnera,1,1,0.000072579474,0,,,0.000072579474
questions,1,1,0.000072579474,0,,,0.000072579474
qu’aujourd’hui,1,1,0.000072579474,0,,,0.000072579474
qu’aura,1,1,0.000072579474,0,,,0.000072579474
qu’autrefois,1,1,0.000072579474,0,,,0.000072579474
qu’avec,1,1,0.000072579474,0,,,0.000072579474
qu’à,1,1,0.000072579474,0,,,0.000072579474
qu’entre,1,1,0.000072579474,0,,,0.000072579474
qu’est,1,1,0.000072579474,0,,,0.000072579474
qu’indépendamment,1,1,0.000072579474,0,,,0.000072579474
rabais,1,1,0.000072579474,0,,,0.000072579474
raisonnablement,1,1,0.000072579474,0,,,0.000072579474
rang,1,1,0.000072579474,0,,,0.000072579474
rapide,1,1,0.000072579474,0,,,0.000072579474
rappeler,1,1,0.000072579474,0,,,0.000072579474
rapportées,1,1,0.000072579474,0,,,0.000072579474
rarement,1,1,0.000072579474,0,,,0.000072579474
rassurante,1,1,0.000072579474,0,,,0.000072579474
rassurants,1,1,0.000072579474,0,,,0.000072579474
rassureront,1,1,0.000072579474,0,,,0.000072579474
re,1,1,0.000072579474,0,,,0.000072579474
recherchés,1,1,0.000072579474,0,,,0.000072579474
recommandations,1,1,0.000072579474,0,,,0.000072579474
recours,1,1,0.000072579474,0,,,0.000072579474
recouvre,1,1,0.000072579474,0,,,0.000072579474
reçoivent,1,1,0.000072579474,0,,,0.000072579474
redonner,1,1,0.000072579474,0,,,0.000072579474
refaire,1,1,0.000072579474,0,,,0.000072579474
reflète,1,1,0.000072579474,0,,,0.000072579474
reflètent,1,1,0.000072579474,0,,,0.000072579474
refuse,1,1,0.000072579474,0,,,0.000072579474
refusent,1,1,0.000072579474,0,,,0.000072579474
refuseront,1,1,0.000072579474,0,,,0.000072579474
regarderont,1,1,0.000072579474,0,,,0.000072579474
rejeter,1,1,0.000072579474,0,,,0.000072579474
rejetés,1,1,0.000072579474,0,,,0.000072579474
relations,1,1,0.000072579474,0,,,0.000072579474
relever,1,1,0.000072579474,0,,,0.000072579474
relevé,1,1,0.000072579474,0,,,0.000072579474
relèvent,1,1,0.000072579474,0,,,0.000072579474
remplacement,1,1,0.000072579474,0,,,0.000072579474
rendement,1,1,0.000072579474,0,,,0.000072579474
rendra,1,1,0.000072579474,0,,,0.000072579474
rendre,1,1,0.000072579474,0,,,0.000072579474
rendrez,1,1,0.000072579474,0,,,0.000072579474
rendu,1,1,0.000072579474,0,,,0.000072579474
rennes,1,1,0.000072579474,0,,,0.000072579474
renouvelable,1,1,0.000072579474,0,,,0.000072579474
renouvelables,1,1,0.000072579474,0,,,0.000072579474
rentabilité,1,1,0.000072579474,0,,,0.000072579474
rentrer,1,1,0.000072579474,0,,,0.000072579474
rentrera,1,1,0.000072579474,0,,,0.000072579474
reporter,1,1,0.000072579474,0,,,0.000072579474
repose,1,1,0.000072579474,0,,,0.000072579474
reposer,1,1,0.000072579474,0,,,0.000072579474
respectent,1,1,0.000072579474,0,,,0.000072579474
respectera,1,1,0.000072579474,0,,,0.000072579474
resserrer,1,1,0.000072579474,0,,,0.000072579474
restent,1,1,0.000072579474,0,,,0.000072579474
rester,1,1,0.000072579474,0,,,0.000072579474
restez,1,1,0.000072579474,0,,,0.000072579474
restrictif,1,1,0.000072579474,0,,,0.000072579474
retard,1,1,0.000072579474,0,,,0.000072579474
retards,1,1,0.000072579474,0,,,0.000072579474
retenus,1,1,0.000072579474,0,,,0.000072579474
retiennent,1,1,0.000072579474,0,,,0.000072579474
retour,1,1,0.000072579474,0,,,0.000072579474
revenir,1,1,0.000072579474,0,,,0.000072579474
revers,1,1,0.000072579474,0,,,0.000072579474
revoir,1,1,0.000072579474,0,,,0.000072579474
revolving,1,1,0.000072579474,0,,,0.000072579474
revoyez,1,1,0.000072579474,0,,,0.000072579474
règles,1,1,0.000072579474,0,,,0.000072579474
réactivité,1,1,0.000072579474,0,,,0.000072579474
réalise,1,1,0.000072579474,0,,,0.000072579474
réalisez,1,1,0.000072579474,0,,,0.000072579474
réalisée,1,1,0.000072579474,0,,,0.000072579474
réaliste,1,1,0.000072579474,0,,,0.000072579474
réalité,1,1,0.000072579474,0,,,0.000072579474
récemment,1,1,0.000072579474,0,,,0.000072579474
récente,1,1,0.000072579474,0,,,0.000072579474
récents,1,1,0.000072579474,0,,,0.000072579474
réclamé,1,1,0.000072579474,0,,,0.000072579474
récolté,1,1,0.000072579474,0,,,0.000072579474
récompensera,1,1,0.000072579474,0,,,0.000072579474
récompensée,1,1,0.000072579474,0,,,0.000072579474
récurrence,1,1,0.000072579474,0,,,0.000072579474
récurrents,1,1,0.000072579474,0,,,0.000072579474
rédhibitoire,1,1,0.000072579474,0,,,0.000072579474
réducteur,1,1,0.000072579474,0,,,0.000072579474
réduite,1,1,0.000072579474,0,,,0.000072579474
réglementés,1,1,0.000072579474,0,,,0.000072579474
régularité,1,1,0.000072579474,0,,,0.000072579474
rémunérateur,1,1,0.000072579474,0,,,0.000072579474
rémunérateurs,1,1,0.000072579474,0,,,0.000072579474
répétés,1,1,0.000072579474,0,,,0.000072579474
réseau,1,1,0.000072579474,0,,,0.000072579474
réseaux,1,1,0.000072579474,0,,,0.000072579474
réserve,1,1,0.000072579474,0,,,0.000072579474
réserveront,1,1,0.000072579474,0,,,0.000072579474
réservez,1,1,0.000072579474,0,,,0.000072579474
résident,1,1,0.000072579474,0,,,0.000072579474
résidente,1,1,0.000072579474,0,,,0.000072579474
résultat,1,1,0.000072579474,0,,,0.000072579474
résumé,1,1,0.000072579474,0,,,0.000072579474
révèlera,1,1,0.000072579474,0,,,0.000072579474
révolving,1,1,0.000072579474,0,,,0.000072579474
rêver,1,1,0.000072579474,0,,,0.000072579474
riches,1,1,0.000072579474,0,,,0.000072579474
richesse,1,1,0.000072579474,0,,,0.000072579474
rigueur,1,1,0.000072579474,0,,,0.000072579474
risquer,1,1,0.000072579474,0,,,0.000072579474
risquée,1,1,0.000072579474,0,,,0.000072579474
route,1,1,0.000072579474,0,,,0.000072579474
rôle,1,1,0.000072579474,0,,,0.000072579474
s'agisse,1,1,0.000072579474,0,,,0.000072579474
s'appuiera,1,1,0.000072579474,0,,,0.000072579474
s'appuieront,1,1,0.000072579474,0,,,0.000072579474
s'appuyant,1,1,0.000072579474,0,,,0.000072579474
s'engage,1,1,0.000072579474,0,,,0.000072579474
s'intéressent,1,1,0.000072579474,0,,,0.000072579474
s'y,1,1,0.000072579474,0,,,0.000072579474
sachant,1,1,0.000072579474,0,,,0.000072579474
sagement,1,1,0.000072579474,0,,,0.000072579474
saine,1,1,0.000072579474,0,,,0.000072579474
saines,1,1,0.000072579474,0,,,0.000072579474
saisir,1,1,0.000072579474,0,,,0.000072579474
salaires,1,1,0.000072579474,0,,,0.000072579474
santé,1,1,0.000072579474,0,,,0.000072579474
satisfaire,1,1,0.000072579474,0,,,0.000072579474
saura,1,1,0.000072579474,0,,,0.000072579474
sauront,1,1,0.000072579474,0,,,0.000072579474
saut,1,1,0.000072579474,0,,,0.000072579474
schématiquement,1,1,0.000072579474,0,,,0.000072579474
scores,1,1,0.000072579474,0,,,0.000072579474
scrupuleusement,1,1,0.000072579474,0,,,0.000072579474
second,1,1,0.000072579474,0,,,0.000072579474
secondaires,1,1,0.000072579474,0,,,0.000072579474
